"","experiment_alias","cell_line"
"2965","GSM2677010","Naive T cells"
"2966","GSM2677011","Naive T cells"
"2967","GSM2677012","Naive T cells"
"2968","GSM2678049","CD4+ T cell"
"2969","GSM2678050","CD4+ T cell"
"2970","GSM2678051","CD4+ T cell"
"2971","GSM2678052","CD4+ T cell"
"2972","GSM2678053","CD4+ T cell"
"2973","GSM2678054","CD4+ T cell"
"2974","GSM2678055","CD4+ T cell"
"2975","GSM2678056","CD4+ T cell"
"2976","GSM2678057","CD4+ T cell"
"2977","GSM2678058","CD4+ T cell"
"2978","GSM2678059","CD4+ T cell"
"2979","GSM2678060","CD4+ T cell"
"2980","GSM2692350","peritoneal macrophage cells"
"2981","GSM2692351","peritoneal macrophage cells"
"2982","GSM2698015","somatosensory cortex"
"2983","GSM2698016","somatosensory cortex"
"2984","GSM2698017","somatosensory cortex"
"2985","GSM2698018","somatosensory cortex"
"2986","GSM2705207","CD4+ YFP+ T cells"
"2987","GSM2705208","CD4+ YFP+ T cells"
"2988","GSM2705209","CD4+ YFP+ T cells"
"2989","GSM2705210","CD4+ YFP+ T cells"
"2990","GSM2705211","CD4+ YFP+ T cells"
"2991","GSM2705212","CD4+ YFP+ T cells"
"2992","GSM2705213","CD4+ YFP+ T cells"
"2993","GSM2705214","CD4+ YFP+ T cells"
"2994","GSM2705215","CD4+ YFP+ T cells"
"2995","GSM2705216","CD4+ YFP+ T cells"
"2996","GSM2705217","CD4+ YFP+ T cells"
"2997","GSM2705218","CD4+ YFP+ T cells"
"2998","GSM2705219","CD4+ YFP+ T cells"
"2999","GSM2705220","CD4+ YFP+ T cells"
"3000","GSM2705221","CD4+ YFP+ T cells"
"3001","GSM2705222","CD4+ YFP+ T cells"
"3002","GSM2705223","CD4+ YFP+ T cells"
"3003","GSM2705224","CD4+ YFP+ T cells"
"3004","GSM2705225","CD4+ YFP+ T cells"
"3005","GSM2705226","CD4+ YFP+ T cells"
"3006","GSM2705227","CD4+ YFP+ T cells"
"3007","GSM2705228","CD4+ YFP+ T cells"
"3008","GSM2705229","CD4+ YFP+ T cells"
"3009","GSM2705230","CD4+ YFP+ T cells"
"3010","GSM2714725","A549"
"3011","GSM2714726","A549"
"3012","GSM2714727","A549"
"3013","GSM2714728","A549"
"3014","GSM2714729","A549"
"3015","GSM2714730","A549"
"3016","GSM2714731","A549"
"3017","GSM2714732","A549"
"3018","GSM2714733","A549"
"3019","GSM2714734","A549"
"3020","GSM2714735","A549"
"3021","GSM2714736","A549"
"3022","GSM2714737","A549"
"3023","GSM2714738","A549"
"3024","GSM2714739","A549"
"3025","GSM2714740","A549"
"3026","GSM2717358","embryonic fibroblast"
"3027","GSM2717359","embryonic fibroblast"
"3028","GSM2717360","embryonic fibroblast"
"3029","GSM2717361","embryonic fibroblast"
"3030","GSM2717362","embryonic fibroblast"
"3031","GSM2717363","embryonic fibroblast"
"3032","GSM2717364","embryonic fibroblast"
"3033","GSM2717365","embryonic fibroblast"
"3034","GSM2717366","embryonic fibroblast"
"3035","GSM2717367","embryonic fibroblast"
"3036","GSM2717368","embryonic fibroblast"
"3037","GSM2717369","embryonic fibroblast"
"3038","GSM2717370","embryonic fibroblast"
"3039","GSM2717371","embryonic fibroblast"
"3040","GSM2719989","CD19+ B"
"3041","GSM2719990","CD19+ B"
"3042","GSM2719991","CD19+ B"
"3043","GSM2719992","CD19+ B"
"3044","GSM2722300","HEK293T"
"3045","GSM2722301","HEK293T"
"3046","GSM2724023","HeLa"
"3047","GSM2724024","HeLa"
"3048","GSM2724025","HeLa"
"3049","GSM2724026","HeLa"
"3050","GSM2724032","HeLa"
"3051","GSM2724033","HeLa"
"3052","GSM2724034","HeLa"
"3053","GSM2724035","HeLa"
"3054","GSM2724036","HeLa"
"3055","GSM2724037","HeLa"
"3056","GSM2724038","HeLa"
"3057","GSM2724039","HeLa"
"3058","GSM2734576","HeLa"
"3059","GSM2734577","HeLa"
"3060","GSM2734578","HeLa"
"3061","GSM2734579","HeLa"
"3062","GSM2734580","HeLa"
"3063","GSM2734581","HeLa"
"3064","GSM2734582","HeLa"
"3065","GSM2734583","HeLa"
"3066","GSM2734584","HeLa"
"3067","GSM2734585","HeLa"
"3068","GSM2734586","HeLa"
"3069","GSM2734587","HeLa"
"3070","GSM2734588","HeLa"
"3071","GSM2734589","HeLa"
"3072","GSM2734590","HeLa"
"3073","GSM2734591","HeLa"
"3074","GSM2734592","HeLa"
"3075","GSM2734593","HeLa"
"3076","GSM2734594","HeLa"
"3077","GSM2734595","HeLa"
"3078","GSM2734701","brain"
"3079","GSM2734702","brain"
"3080","GSM2735372","brain"
"3081","GSM2735373","brain"
"3082","GSM2735636","3T3"
"3083","GSM2735637","3T3"
"3084","GSM2735638","3T3"
"3085","GSM2735639","3T3"
"3086","GSM2742546","embryonic fibroblast"
"3087","GSM2742547","embryonic fibroblast"
"3088","GSM2742552","embryonic fibroblast"
"3089","GSM2742553","embryonic fibroblast"
"3090","GSM2742558","liver"
"3091","GSM2742559","liver"
"3092","GSM2742560","liver"
"3093","GSM2742561","liver"
"3094","GSM2742565","liver"
"3095","GSM2742566","liver"
"3096","GSM2742567","liver"
"3098","GSM2742569","liver"
"3099","GSM2742570","liver"
"3100","GSM2742571","liver"
"3101","GSM2742572","liver"
"3102","GSM2743733","HEK293T"
"3103","GSM2743734","HEK293T"
"3104","GSM2743735","HEK293T"
"3105","GSM2743736","HEK293T"
"3106","GSM2743737","HEK293T"
"3107","GSM2743738","HEK293T"
"3108","GSM2746367","HEK293"
"3109","GSM2746368","HEK293"
"3110","GSM2746369","HEK293"
"3111","GSM2746370","HEK293"
"3112","GSM2747838","liver"
"3113","GSM2747839","liver"
"3114","GSM2747840","liver"
"3115","GSM2747841","liver"
"3116","GSM2747842","liver"
"3117","GSM2747843","liver"
"3118","GSM2747844","liver"
"3119","GSM2747845","liver"
"3120","GSM2747846","liver"
"3121","GSM2747847","liver"
"3122","GSM2747848","liver"
"3123","GSM2747849","liver"
"3124","GSM2747850","liver"
"3125","GSM2747851","liver"
"3126","GSM2747852","liver"
"3127","GSM2747853","liver"
"3128","GSM2747854","liver"
"3129","GSM2747855","liver"
"3130","GSM2747856","liver"
"3131","GSM2747857","liver"
"3132","GSM2747858","liver"
"3133","GSM2747859","liver"
"3134","GSM2747860","liver"
"3135","GSM2747861","liver"
"3136","GSM2760246","RD"
"3137","GSM2760247","RD"
"3138","GSM2760248","RD"
"3139","GSM2760249","RD"
"3140","GSM2760250","RD"
"3141","GSM2760251","RD"
"3142","GSM2760252","RD"
"3143","GSM2760253","RD"
"3144","GSM2760254","RD"
"3145","GSM2760255","RD"
"3146","GSM2760256","RD"
"3147","GSM2760257","RD"
"3148","GSM2760258","RD"
"3149","GSM2760259","RD"
"3150","GSM2760260","RD"
"3151","GSM2760261","RD"
"3152","GSM2760262","RD"
"3153","GSM2760263","RD"
"3154","GSM2760264","RD"
"3155","GSM2760265","RD"
"3156","GSM2778758","3T3"
"3157","GSM2778759","3T3"
"3158","GSM2778760","3T3"
"3159","GSM2778761","3T3"
"3160","GSM2778762","3T3"
"3161","GSM2778763","3T3"
"3162","GSM2778764","3T3"
"3163","GSM2778765","3T3"
"3164","GSM2779661","HEK293"
"3165","GSM2779662","HEK293"
"3166","GSM2779663","HEK293"
"3167","GSM2779664","HEK293"
"3168","GSM2779665","HEK293"
"3169","GSM2779666","HEK293"
"3170","GSM2779667","HEK293"
"3171","GSM2779668","HEK293"
"3172","GSM2779669","HEK293"
"3173","GSM2779670","HEK293"
"3174","GSM2779671","HEK293"
"3175","GSM2779672","HEK293"
"3177","GSM2779674","HEK293"
"3178","GSM2779675","HEK293"
"3179","GSM2779676","HEK293"
"3180","GSM2788001","HAP-1"
"3181","GSM2788002","HAP-1"
"3182","GSM2788003","HAP-1"
"3183","GSM2788004","HAP-1"
"3184","GSM2788005","HAP-1"
"3185","GSM2788006","HAP-1"
"3186","GSM2788007","HAP-1"
"3187","GSM2788008","HAP-1"
"3188","GSM2788009","HAP-1"
"3189","GSM2788010","HAP-1"
"3190","GSM2788011","HAP-1"
"3191","GSM2788272","cortical tissue"
"3192","GSM2788273","cortical tissue"
"3193","GSM2788274","cortical tissue"
"3194","GSM2788275","cortical tissue"
"3195","GSM2788276","cortical tissue"
"3196","GSM2788277","cortical tissue"
"3197","GSM2788278","cortical tissue"
"3198","GSM2788279","cortical tissue"
"3199","GSM2788280","cortical tissue"
"3200","GSM2788281","cortical tissue"
"3201","GSM2788282","cortical tissue"
"3202","GSM2795496","CFBE"
"3203","GSM2795497","CFBE"
"3204","GSM2795498","CFBE"
"3205","GSM2795499","CFBE"
"3206","GSM2795500","CFBE"
"3207","GSM2802536","liver"
"3208","GSM2802537","liver"
"3209","GSM2802538","liver"
"3210","GSM2802539","liver"
"3211","GSM2802540","liver"
"3212","GSM2802541","liver"
"3213","GSM2802542","liver"
"3214","GSM2802543","liver"
"3215","GSM2802544","liver"
"3216","GSM2802545","liver"
"3217","GSM2802546","liver"
"3218","GSM2802547","liver"
"3219","GSM2817679","HeLa"
"3220","GSM2817680","HeLa"
"3221","GSM2817681","HeLa"
"3222","GSM2817682","HeLa"
"3223","GSM2817683","HeLa"
"3224","GSM2817684","HeLa"
"3225","GSM2817685","HeLa"
"3226","GSM2817686","HeLa"
"3227","GSM2817687","HeLa"
"3228","GSM2817688","HeLa"
"3229","GSM2817689","HeLa"
"3230","GSM2817690","HeLa"
"3231","GSM2817691","HeLa"
"3232","GSM2817692","HeLa"
"3233","GSM2817693","HeLa"
"3234","GSM2817694","HeLa"
"3235","GSM2817695","HeLa"
"3236","GSM2817696","HeLa"
"3237","GSM2817697","HeLa"
"3238","GSM2817698","HeLa"
"3239","GSM2817699","HeLa"
"3240","GSM2817700","HeLa"
"3241","GSM2823253","liver"
"3242","GSM2823254","liver"
"3243","GSM2823255","liver"
"3244","GSM2823256","liver"
"3245","GSM2823257","liver"
"3246","GSM2823258","liver"
"3247","GSM2823259","liver"
"3248","GSM2823260","liver"
"3249","GSM2823261","liver"
"3250","GSM2823262","liver"
"3251","GSM2823263","liver"
"3252","GSM2823264","liver"
"3253","GSM2823265","liver"
"3254","GSM2823266","liver"
"3255","GSM2824204","HEK293"
"3256","GSM2824205","HEK293"
"3257","GSM2824206","HEK293"
"3258","GSM2824207","HEK293"
"3259","GSM2824208","HEK293"
"3260","GSM2824209","HEK293"
"3261","GSM2824214","HEK293"
"3262","GSM2824215","HEK293"
"3263","GSM2824216","HEK293"
"3264","GSM2824217","HEK293"
"3265","GSM2824218","HEK293"
"3266","GSM2824219","HEK293"
"3267","GSM2824220","HEK293"
"3268","GSM2824221","HEK293"
"3269","GSM2824222","HEK293"
"3270","GSM2824223","HEK293"
"3271","GSM2824224","HEK293"
"3272","GSM2824225","HEK293"
"3273","GSM2825122","HeLa"
"3274","GSM2825123","HeLa"
"3275","GSM2825124","HeLa"
"3276","GSM2825125","HeLa"
"3277","GSM2825126","HeLa"
"3278","GSM2825127","HeLa"
"3279","GSM2825128","HeLa"
"3280","GSM2825129","HeLa"
"3281","GSM2825130","HeLa"
"3282","GSM2825131","HeLa"
"3283","GSM2825132","HeLa"
"3284","GSM2825133","HeLa"
"3285","GSM2830362","hepatocyte"
"3286","GSM2830363","hepatocyte"
"3287","GSM2830364","hepatocyte"
"3288","GSM2830365","hepatocyte"
"3289","GSM2830366","hepatocyte"
"3290","GSM2830367","hepatocyte"
"3291","GSM2830368","hepatocyte"
"3292","GSM2830369","hepatocyte"
"3293","GSM2836997","ES cell derived neurons"
"3294","GSM2836998","ES cell derived neurons"
"3295","GSM2836999","ES cell derived neurons"
"3296","GSM2837000","ES cell derived neurons"
"3297","GSM2837001","ES cell derived neurons"
"3298","GSM2837002","ES cell derived neurons"
"3299","GSM2837003","ES cell derived neurons"
"3300","GSM2837004","ES cell derived neurons"
"3301","GSM2837005","ES cell derived neurons"
"3302","GSM2838830","Huh7"
"3303","GSM2838831","Huh7"
"3304","GSM2838832","Huh7"
"3305","GSM2838833","Huh7"
"3306","GSM2840012","lymphoid ba/f3 cells"
"3307","GSM2840013","lymphoid ba/f3 cells"
"3308","GSM2840014","lymphoid ba/f3 cells"
"3309","GSM2840015","lymphoid ba/f3 cells"
"3310","GSM2840016","lymphoid ba/f3 cells"
"3311","GSM2840017","lymphoid ba/f3 cells"
"3312","GSM2840018","lymphoid ba/f3 cells"
"3313","GSM2840019","lymphoid ba/f3 cells"
"3314","GSM2840020","lymphoid ba/f3 cells"
"3315","GSM2840021","lymphoid ba/f3 cells"
"3316","GSM2840022","lymphoid ba/f3 cells"
"3317","GSM2840023","lymphoid ba/f3 cells"
"3318","GSM2840024","lymphoid ba/f3 cells"
"3319","GSM2840025","lymphoid ba/f3 cells"
"3320","GSM2840026","lymphoid ba/f3 cells"
"3321","GSM2840027","lymphoid ba/f3 cells"
"3322","GSM2840028","lymphoid ba/f3 cells"
"3323","GSM2840029","lymphoid ba/f3 cells"
"3324","GSM2850131","Bone marrow derived dendritic cells"
"3325","GSM2850132","Bone marrow derived dendritic cells"
"3326","GSM2850133","Bone marrow derived dendritic cells"
"3327","GSM2850134","Bone marrow derived dendritic cells"
"3328","GSM2850135","Bone marrow derived dendritic cells"
"3329","GSM2850136","Bone marrow derived dendritic cells"
"3330","GSM2850137","Bone marrow derived dendritic cells"
"3331","GSM2850138","Bone marrow derived dendritic cells"
"3332","GSM2856121","SW480TetOnAPC"
"3333","GSM2856122","SW480TetOnAPC"
"3334","GSM2856123","SW480TetOnAPC"
"3335","GSM2856124","SW480TetOnAPC"
"3336","GSM2856125","SW480TetOnAPC"
"3337","GSM2856126","SW480TetOnAPC"
"3338","GSM2862007","HepG2"
"3339","GSM2862008","HepG2"
"3340","GSM2862009","HepG2"
"3341","GSM2862010","HepG2"
"3342","GSM2862011","HepG2"
"3343","GSM2862012","HepG2"
"3344","GSM2862013","HepG2"
"3345","GSM2862014","HepG2"
"3346","GSM2862015","HepG2"
"3347","GSM2862016","HepG2"
"3348","GSM2862017","HepG2"
"3349","GSM2862018","HepG2"
"3350","GSM2862019","HepG2"
"3351","GSM2862020","HepG2"
"3352","GSM2867900","HEK293"
"3353","GSM2871726","HEK293T"
"3354","GSM2871727","HEK293T"
"3355","GSM2881060","embryonic fibroblast"
"3356","GSM2881061","embryonic fibroblast"
"3357","GSM2881062","embryonic fibroblast"
"3358","GSM2881063","embryonic fibroblast"
"3359","GSM2881064","embryonic fibroblast"
"3360","GSM2881065","embryonic fibroblast"
"3361","GSM2881066","embryonic fibroblast"
"3362","GSM2881067","embryonic fibroblast"
"3363","GSM2883304","SW480TetOnAPC"
"3364","GSM2883305","SW480TetOnAPC"
"3365","GSM2883306","SW480TetOnAPC"
"3366","GSM2883307","SW480TetOnAPC"
"3367","GSM2883308","SW480TetOnAPC"
"3368","GSM2883309","SW480TetOnAPC"
"3369","GSM2883310","SW480TetOnAPC"
"3370","GSM2883311","SW480TetOnAPC"
"3371","GSM2883312","SW480TetOnAPC"
"3375","GSM2883316","SW480TetOnAPC"
"3376","GSM2883317","SW480TetOnAPC"
"3377","GSM2883318","SW480TetOnAPC"
"3378","GSM2883319","SW480TetOnAPC"
"3379","GSM2883320","SW480TetOnAPC"
"3380","GSM2883321","SW480TetOnAPC"
"3381","GSM2883322","SW480TetOnAPC"
"3382","GSM2883323","SW480TetOnAPC"
"3383","GSM2883324","SW480TetOnAPC"
"3384","GSM2883325","SW480TetOnAPC"
"3385","GSM2883326","SW480TetOnAPC"
"3386","GSM2883327","SW480TetOnAPC"
"3387","GSM2883474","Mammary tissue"
"3388","GSM2883475","Mammary tissue"
"3389","GSM2883476","Mammary tissue"
"3390","GSM2883477","Mammary tissue"
"3391","GSM2883478","Mammary tissue"
"3392","GSM2883479","Mammary tissue"
"3393","GSM2883480","Mammary tissue"
"3394","GSM2883481","Mammary tissue"
"3395","GSM2883482","Mammary tissue"
"3396","GSM2883483","Mammary tissue"
"3397","GSM2883484","Mammary tissue"
"3398","GSM2883485","Mammary tissue"
"3399","GSM2895430","Bone marrow derived mature dendritic cells"
"3400","GSM2895431","Bone marrow derived mature dendritic cells"
"3401","GSM2895432","Bone marrow derived mature dendritic cells"
"3402","GSM2895433","Bone marrow derived mature dendritic cells"
"3403","GSM2895434","Bone marrow derived mature dendritic cells"
"3404","GSM2895435","Bone marrow derived mature dendritic cells"
"3405","GSM2895436","Bone marrow derived regulatory dendritic cells"
"3406","GSM2895437","Bone marrow derived regulatory dendritic cells"
"3407","GSM2895438","Bone marrow derived regulatory dendritic cells"
"3408","GSM2895439","Bone marrow derived regulatory dendritic cells"
"3409","GSM2895440","Bone marrow derived mature dendritic cells"
"3410","GSM2895441","Bone marrow derived mature dendritic cells"
"3411","GSM2895442","Bone marrow derived mature dendritic cells"
"3412","GSM2895443","Bone marrow derived mature dendritic cells"
"3413","GSM2935901","embryonic stem cells "
"3414","GSM2935902","embryonic stem cells "
"3415","GSM2935903","embryonic stem cells "
"3416","GSM2935904","embryonic stem cells "
"3417","GSM2935905","embryonic stem cells "
"3418","GSM2935906","embryonic stem cells "
"3419","GSM2935907","embryonic stem cells "
"3420","GSM2935908","embryonic stem cells "
"3421","GSM2935909","embryonic stem cells "
"3422","GSM2935910","embryonic stem cells "
"3423","GSM2935911","embryonic stem cells "
"3424","GSM2935912","embryonic stem cells "
"3425","GSM3004337","Erythroblasts"
"3426","GSM3004338","Erythroblasts"
"3427","GSM3004339","Erythroblasts"
"3428","GSM3004340","Erythroblasts"
"3429","GSM3004341","Erythroblasts"
"3430","GSM3004342","Erythroblasts"
"3431","GSM3004343","Erythroblasts"
"3432","GSM3004344","Erythroblasts"
"3433","GSM3004345","Erythroblasts"
"3434","GSM3004346","Erythroblasts"
"3435","GSM3004347","Erythroblasts"
"3436","GSM3004348","Erythroblasts"
"3437","GSM3004349","Erythroblasts"
"3438","GSM3004350","Erythroblasts"
"3439","GSM3004351","Erythroblasts"
"3440","GSM3004352","Erythroblasts"
"3441","GSM3004353","Erythroblasts"
"3442","GSM3004354","Erythroblasts"
"3443","GSM3017988","brain neural stem cells"
"3444","GSM3017989","brain neural stem cells"
"3445","GSM3017990","brain neural stem cells"
"3446","GSM3017991","brain neural stem cells"
"3447","GSM3017992","brain neural stem cells"
"3448","GSM3017993","neural stem cell"
"3449","GSM3017994","neural stem cell"
"3450","GSM3017995","brain neural stem cells"
"3451","GSM3017996","brain neural stem cells"
"3452","GSM3017997","brain neural stem cells"
"3453","GSM3017998","brain neural stem cells"
"3454","GSM3017999","brain neural stem cells"
"3455","GSM3018000","Brain tumor stem cell"
"3456","GSM3018001","Brain tumor stem cell"
"3457","GSM3018002","Brain tumor stem cell"
"3458","GSM3018003","Brain tumor stem cell"
"3459","GSM3018004","Brain tumor stem cell"
"3460","GSM3018005","Brain tumor stem cell"
"3461","GSM3020061","iPSC"
"3462","GSM3020062","iPSC"
"3463","GSM3020063","iPSC"
"3464","GSM3020064","iPSC"
"3465","GSM3020065","iPSC"
"3466","GSM3020066","iPSC"
"3467","GSM3020067","iPSC"
"3468","GSM3020068","iPSC"
"3469","GSM3039576","MN1 cells"
"3470","GSM3039577","MN1 cells"
"3471","GSM3039578","MN1 cells"
"3472","GSM3039579","MN1 cells"
"3473","GSM3039580","MN1 cells"
"3474","GSM3039581","MN1 cells"
"3475","GSM3039582","MN1 cells"
"3476","GSM3039583","MN1 cells"
"3477","GSM3039584","MN1 cells"
"3478","GSM3039585","MN1 cells"
"3479","GSM3039586","MN1 cells"
"3480","GSM3039587","MN1 cells"
"3481","GSM3039588","Primary cortical neurons"
"3482","GSM3039589","Primary cortical neurons"
"3483","GSM3039590","Primary cortical neurons"
"3484","GSM3039591","Primary cortical neurons"
"3485","GSM3039592","Primary cortical neurons"
"3486","GSM3039593","Primary cortical neurons"
"3487","GSM3039594","Primary cortical neurons"
"3488","GSM3039595","Primary cortical neurons"
"3489","GSM3039596","Primary cortical neurons"
"3490","GSM3039597","Primary cortical neurons"
"3491","GSM3039598","Primary cortical neurons"
"3492","GSM3039599","Primary cortical neurons"
"3493","GSM3039600","Primary cortical neurons"
"3494","GSM3039601","Primary cortical neurons"
"3495","GSM3039602","Primary cortical neurons"
"3496","GSM3039603","Primary cortical neurons"
"3497","GSM3042964","MCF7"
"3498","GSM3042965","MCF7"
"3499","GSM3043640","B16 melanoma cell"
"3500","GSM3043641","B16 melanoma cell"
"3501","GSM3043642","B16 melanoma cell"
"3502","GSM3043643","B16 melanoma cell"
"3503","GSM3043644","B16 melanoma cell"
"3504","GSM3043645","B16 melanoma cell"
"3505","GSM3043646","B16 melanoma cell"
"3506","GSM3043647","B16 melanoma cell"
"3507","GSM3043648","B16 melanoma cell"
"3508","GSM3043649","B16 melanoma cell"
"3509","GSM3043650","B16 melanoma cell"
"3510","GSM3043651","B16 melanoma cell"
"3511","GSM3057200","H9"
